2025,,,,,,,David,Andrew,Daniel,Kyle,Scott,Catie,Caleb,Ethan,Phil
4,"Sun, 1:00 PM",WSH,27,Final,34,ATL,WSH,WSH,WSH,WSH,WSH,WSH,WSH,WSH,WSH
4,"Sun, 1:00 PM",NO,19,Final,31,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF
4,"Sun, 1:00 PM",CLE,10,Final,34,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET
4,"Sun, 1:00 PM",CAR,13,Final,42,NE,NE,NE,NE,NE,NE,NE,CAR,NE,NE
4,"Sun, 1:00 PM",LAC,18,Final,21,NYG,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC
4,"Sun, 1:00 PM",PHI,31,Final,25,TB,PHI,PHI,PHI,PHI,TB,PHI,PHI,TB,TB
4,"Sun, 1:00 PM",TEN,0,Final,26,HOU,HOU,HOU,HOU,HOU,HOU,HOU,TEN,HOU,TEN
4,"Sun, 4:05 PM",IND,20,Final,27,LAR,LAR,LAR,LAR,LAR,IND,LAR,LAR,IND,IND
4,"Sun, 4:05 PM",JAX,26,Final,21,SF,SF,SF,SF,SF,SF,SF,SF,SF,JAX
4,"Sun, 4:25 PM",BAL,20,Final,37,KC,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,KC
4,"Sun, 4:25 PM",CHI,25,Final,24,LV,LV,CHI,LV,CHI,LV,LV,CHI,LV,CHI
4,"Sun, 8:20 PM",GB,40,Final,40,DAL,GB,GB,GB,DAL,GB,GB,GB,GB,GB
4,"Mon, 7:15 PM",NYJ,21,Final,27,MIA,NYJ,NYJ,NYJ,NYJ,MIA,MIA,NYJ,MIA,NYJ
4,"Mon, 8:15 PM",CIN,3,Final,28,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN
5,"Thu, 8:15 PM",SF,26,Final,23,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR
5,"Sun, 9:30 AM",MIN,21,Final,17,CLE,MIN,MIN,MIN,MIN,MIN,CLE,MIN,MIN,MIN
5,"Sun, 1:00 PM",LV,6,Final,40,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
5,"Sun, 1:00 PM",NYG,14,Final,26,NO,NYG,NYG,NYG,NO,NYG,NYG,NYG,NYG,NYG
5,"Sun, 1:00 PM",DAL,37,Final,22,NYJ,DAL,DAL,DAL,DAL,DAL,DAL,DAL,NYJ,DAL
5,"Sun, 1:00 PM",DEN,21,Final,17,PHI,PHI,PHI,PHI,DEN,PHI,PHI,PHI,PHI,PHI
5,"Sun, 1:00 PM",MIA,24,Final,27,CAR,MIA,CAR,MIA,MIA,CAR,MIA,MIA,MIA,CAR
5,"Sun, 1:00 PM",HOU,44,Final,10,BAL,BAL,BAL,BAL,HOU,BAL,BAL,BAL,HOU,HOU
5,"Sun, 4:05 PM",TEN,22,Final,21,ARI,ARI,ARI,ARI,ARI,ARI,ARI,ARI,ARI,ARI
5,"Sun, 4:05 PM",TB,38,Final,35,SEA,TB,TB,SEA,SEA,SEA,SEA,TB,TB,TB
5,"Sun, 4:25 PM",DET,37,Final,24,CIN,DET,DET,DET,DET,DET,DET,DET,DET,DET
5,"Sun, 4:25 PM",WSH,27,Final,10,LAC,LAC,LAC,WSH,WSH,LAC,LAC,LAC,LAC,LAC
5,"Sun, 8:20 PM",NE,23,Final,20,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF,NE,BUF
5,"Mon, 8:15 PM",KC,28,Final,31,JAX,KC,KC,KC,JAX,KC,KC,KC,KC,KC
6,"Thu, 8:15 PM",PHI,17,Final,34,NYG,PHI,PHI,PHI,PHI,PHI,PHI,PHI,PHI,PHI
6,"Sun, 9:30 AM",DEN,13,Final,11,NYJ,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN
6,"Sun, 1:00 PM",ARI,27,Final,31,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
6,"Sun, 1:00 PM",LAC,29,Final,27,MIA,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,MIA
6,"Sun, 1:00 PM",CLE,9,Final,23,PIT,PIT,PIT,PIT,PIT,PIT,CLE,PIT,PIT,PIT
6,"Sun, 4:25 PM",SF,19,Final,30,TB,TB,TB,SF,TB,TB,TB,TB,SF,TB
6,"Sun, 1:00 PM",DAL,27,Final,30,CAR,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL
6,"Sun, 1:00 PM",SEA,20,Final,12,JAX,JAX,SEA,SEA,JAX,JAX,JAX,JAX,JAX,SEA
6,"Sun, 1:00 PM",LAR,17,Final,3,BAL,LAR,LAR,LAR,LAR,BAL,LAR,LAR,LAR,BAL
6,"Sun, 4:05 PM",TEN,10,Final,20,LV,LV,LV,LV,LV,TEN,LV,TEN,TEN,LV
6,"Sun, 4:25 PM",CIN,18,Final,27,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB
6,"Sun, 1:00 PM",NE,25,Final,19,NO,NE,NE,NE,NE,NE,NE,NE,NE,NE
6,"Sun, 8:20 PM",DET,17,Final,30,KC,DET,DET,KC,DET,KC,DET,DET,DET,KC
6,"Mon, 7:15 PM",BUF,14,Final,24,ATL,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF
6,"Mon, 8:15 PM",CHI,25,Final,24,WSH,WSH,WSH,WSH,WSH,WSH,WSH,WSH,CHI,WSH
7,"Thu, 8:15 PM",PIT,31,Final,33,CIN,PIT,PIT,PIT,PIT,CIN,PIT,PIT,PIT,PIT
7,"Sun, 9:30 AM",LAR,35,Final,7,JAX,LAR,LAR,LAR,LAR,JAX,LAR,LAR,LAR,LAR
7,"Sun, 1:00 PM",NO,14,Final,26,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI
7,"Sun, 1:00 PM",MIA,6,Final,31,CLE,CLE,CLE,CLE,MIA,CLE,CLE,MIA,MIA,CLE
7,"Sun, 1:00 PM",NE,31,Final,13,TEN,NE,NE,NE,NE,NE,NE,NE,NE,NE
7,"Sun, 1:00 PM",LV,0,Final,31,KC,KC,KC,KC,KC,KC,KC,KC,KC,KC
7,"Sun, 1:00 PM",PHI,28,Final,22,MIN,PHI,PHI,PHI,PHI,PHI,PHI,PHI,MIN,MIN
7,"Sun, 1:00 PM",CAR,13,Final,6,NYJ,CAR,CAR,,NYJ,CAR,CAR,CAR,CAR,CAR
7,"Sun, 4:05 PM",NYG,32,Final,33,DEN,DEN,DEN,,DEN,DEN,DEN,NYG,DEN,NYG
7,"Sun, 4:05 PM",IND,38,Final,24,LAC,IND,IND,,LAC,LAC,LAC,IND,IND,IND
7,"Sun, 4:25 PM",WSH,22,Final,44,DAL,DAL,DAL,,DAL,DAL,DAL,DAL,DAL,WSH
7,"Sun, 4:25 PM",GB,27,Final,23,ARI,GB,GB,,GB,GB,GB,GB,GB,ARI
7,"Sun, 8:20 PM",ATL,10,Final,20,SF,SF,SF,,ATL,SF,SF,SF,ATL,ATL
7,"Mon, 7:00 PM",TB,9,Final,24,DET,TB,DET,,DET,DET,DET,DET,DET,TB
7,"Mon, 10:00 PM",HOU,19,Final,27,SEA,SEA,SEA,,SEA,SEA,SEA,SEA,SEA,SEA
8,"Thu, 8:15 PM",MIN,10,Final,37,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,MIN
8,"Sun, 1:00 PM",MIA,34,Final,10,ATL,ATL,ATL,ATL,ATL,ATL,ATL,ATL,ATL,ATL
8,"Sun, 1:00 PM",NYJ,39,Final,38,CIN,CIN,CIN,CIN,CIN,CIN,CIN,CIN,CIN,CIN
8,"Sun, 1:00 PM",CLE,13,Final,32,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
8,"Sun, 1:00 PM",NYG,20,Final,38,PHI,PHI,PHI,PHI,NYG,PHI,PHI,NYG,PHI,PHI
8,"Sun, 1:00 PM",BUF,40,Final,9,CAR,BUF,BUF,BUF,BUF,BUF,CAR,BUF,BUF,BUF
8,"Sun, 1:00 PM",CHI,16,Final,30,BAL,BAL,BAL,BAL,CHI,BAL,BAL,CHI,CHI,CHI
8,"Sun, 1:00 PM",SF,15,Final,26,HOU,SF,SF,HOU,HOU,HOU,SF,SF,SF,SF
8,"Sun, 4:05 PM",TB,23,Final,3,NO,TB,TB,TB,TB,TB,TB,TB,TB,TB
8,"Sun, 4:25 PM",DAL,24,Final,44,DEN,DEN,DEN,DAL,DAL,DEN,DEN,DEN,DEN,DEN
8,"Sun, 4:25 PM",TEN,14,Final,38,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
8,"Sun, 8:20 PM",GB,35,Final,25,PIT,GB,GB,GB,GB,GB,GB,PIT,PIT,GB
8,"Mon, 8:15 PM",WSH,7,Final,28,KC,KC,KC,KC,KC,KC,KC,KC,KC,KC
9,"Thu, 8:15 PM",BAL,28,Final,6,MIA,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL
9,"Sun, 1:00 PM",CHI,47,Final,42,CIN,CHI,CHI,CHI,CHI,CIN,CIN,CHI,CHI,CHI
9,"Sun, 1:00 PM",MIN,27,Final,24,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET
9,"Sun, 1:00 PM",CAR,16,Final,13,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB
9,"Sun, 1:00 PM",LAC,27,Final,20,TEN,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC
9,"Sun, 1:00 PM",ATL,23,Final,24,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
9,"Sun, 1:00 PM",SF,34,Final,24,NYG,SF,SF,SF,SF,NYG,SF,SF,NYG,SF
9,"Sun, 1:00 PM",IND,20,Final,27,PIT,IND,IND,IND,IND,IND,IND,IND,IND,IND
9,"Sun, 1:00 PM",DEN,18,Final,15,HOU,DEN,DEN,DEN,HOU,HOU,DEN,DEN,HOU,DEN
9,"Sun, 4:05 PM",JAX,30,Final,29,LV,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX,LV
9,"Sun, 4:05 PM",NO,10,Final,34,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR
9,"Sun, 4:25 PM",KC,21,Final,28,BUF,BUF,KC,KC,BUF,BUF,KC,BUF,KC,BUF
9,"Sun, 8:20 PM",SEA,38,Final,14,WSH,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
9,"Mon, 8:15 PM",ARI,27,Final,17,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL,ARI
10,"Thu, 8:15 PM",LV,7,Final,10,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN
10,"Sun, 9:30 AM",ATL,25,Final,31,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
10,"Sun, 1:00 PM",NYG,20,Final,24,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI
10,"Sun, 1:00 PM",BUF,13,Final,30,MIA,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF,BUF
10,"Sun, 1:00 PM",BAL,27,Final,19,MIN,BAL,BAL,MIN,BAL,BAL,BAL,BAL,MIN,MIN
10,"Sun, 1:00 PM",CLE,20,Final,27,NYJ,CLE,CLE,NYJ,NYJ,CLE,NYJ,CLE,CLE,CLE
10,"Sun, 1:00 PM",NE,28,Final,23,TB,TB,TB,TB,NE,TB,TB,NE,NE,TB
10,"Sun, 1:00 PM",NO,17,Final,7,CAR,CAR,CAR,CAR,CAR,CAR,CAR,CAR,CAR,CAR
10,"Sun, 1:00 PM",JAX,29,Final,36,HOU,JAX,HOU,JAX,JAX,HOU,HOU,JAX,JAX,JAX
10,"Sun, 4:05 PM",ARI,22,Final,44,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
10,"Sun, 4:25 PM",LAR,42,Final,26,SF,LAR,LAR,SF,LAR,LAR,LAR,LAR,LAR,LAR
10,"Sun, 4:25 PM",DET,44,Final,22,WSH,DET,DET,DET,DET,DET,DET,DET,DET,DET
10,"Sun, 8:20 PM",PIT,10,Final,25,LAC,LAC,LAC,LAC,PIT,LAC,LAC,PIT,PIT,PIT
10,"Mon, 8:15 PM",PHI,10,Final,7,GB,PHI,PHI,PHI,PHI,GB,PHI,PHI,GB,PHI
11,"Thu, 8:15 PM",NYJ,14,Final,27,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
11,"Sun, 9:30 AM",WSH,13,Final,16,MIA,MIA,MIA,WSH,MIA,WSH,MIA,MIA,MIA,WSH
11,"Sun, 1:00 PM",CAR,30,Final,27,ATL,ATL,ATL,ATL,ATL,ATL,ATL,CAR,CAR,CAR
11,"Sun, 1:00 PM",TB,32,Final,44,BUF,BUF,BUF,BUF,BUF,BUF,TB,TB,BUF,TB
11,"Sun, 1:00 PM",HOU,16,Final,13,TEN,HOU,HOU,HOU,TEN,HOU,HOU,HOU,HOU,HOU
11,"Sun, 1:00 PM",CHI,19,Final,17,MIN,CHI,MIN,MIN,CHI,CHI,MIN,CHI,CHI,MIN
11,"Sun, 1:00 PM",GB,27,Final,20,NYG,GB,GB,GB,GB,GB,GB,GB,GB,GB
11,"Sun, 1:00 PM",CIN,12,Final,34,PIT,PIT,PIT,PIT,PIT,PIT,PIT,PIT,PIT,CIN
11,"Sun, 1:00 PM",LAC,6,Final,35,JAX,LAC,LAC,JAX,LAC,JAX,LAC,LAC,LAC,JAX
11,"Sun, 4:05 PM",SEA,19,Final,21,LAR,SEA,LAR,SEA,SEA,SEA,LAR,SEA,LAR,SEA
11,"Sun, 4:05 PM",SF,41,Final,22,ARI,SF,SF,SF,SF,SF,SF,SF,SF,SF
11,"Sun, 4:25 PM",BAL,23,Final,16,CLE,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL
11,"Sun, 4:25 PM",KC,19,Final,22,DEN,KC,KC,KC,KC,DEN,KC,KC,KC,DEN
11,"Sun, 8:20 PM",DET,9,Final,16,PHI,PHI,DET,PHI,DET,DET,PHI,DET,PHI,PHI
11,"Mon, 8:15 PM",DAL,33,Final,16,LV,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL,DAL
12,"Thu, 8:15 PM",BUF,19,Final,23,HOU,BUF,BUF,BUF,BUF,BUF,HOU,BUF,BUF,BUF
12,"Sun, 1:00 PM",PIT,28,Final,31,CHI,CHI,CHI,CHI,PIT,CHI,CHI,CHI,CHI,PIT
12,"Sun, 1:00 PM",NE,26,Final,20,CIN,NE,NE,NE,NE,NE,NE,NE,NE,NE
12,"Sun, 1:00 PM",NYG,27,Final,34,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET
12,"Sun, 1:00 PM",MIN,6,Final,23,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB
12,"Sun, 1:00 PM",SEA,30,Final,24,TEN,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
12,"Sun, 1:00 PM",IND,20,Final,23,KC,IND,IND,IND,IND,KC,IND,IND,IND,KC
12,"Sun, 1:00 PM",NYJ,10,Final,23,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL
12,"Sun, 4:05 PM",CLE,24,Final,10,LV,CLE,CLE,CLE,LV,LV,CLE,CLE,CLE,CLE
12,"Sun, 4:05 PM",JAX,27,Final,24,ARI,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX
12,"Sun, 4:25 PM",PHI,21,Final,24,DAL,PHI,PHI,PHI,PHI,DAL,PHI,PHI,DAL,PHI
12,"Sun, 4:25 PM",ATL,24,Final,10,NO,ATL,ATL,ATL,NO,ATL,ATL,ATL,ATL,ATL
12,"Sun, 8:20 PM",TB,7,Final,34,LAR,LAR,LAR,TB,LAR,TB,LAR,LAR,LAR,TB
12,"Mon, 8:15 PM",CAR,9,Final,20,SF,SF,SF,SF,SF,SF,SF,SF,SF,CAR
13,"Thu, 1:00 PM",GB,31,Final,24,DET,DET,DET,DET,DET,DET,DET,DET,DET,DET
13,"Thu, 4:30 PM",KC,28,Final,31,DAL,KC,KC,KC,KC,KC,KC,KC,KC,KC
13,"Thu, 8:20 PM",CIN,32,Final,14,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL,BAL
13,"Fri, 3:00 PM",CHI,24,Final,15,PHI,PHI,PHI,PHI,CHI,PHI,PHI,CHI,PHI,CHI
13,"Sun, 1:00 PM",SF,26,Final,8,CLE,,SF,SF,SF,SF,SF,SF,SF,SF
13,"Sun, 1:00 PM",JAX,25,Final,3,TEN,,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX
13,"Sun, 1:00 PM",HOU,20,Final,16,IND,,IND,IND,IND,IND,IND,IND,HOU,HOU
13,"Sun, 1:00 PM",NO,17,Final,21,MIA,,MIA,MIA,MIA,MIA,MIA,MIA,MIA,MIA
13,"Sun, 1:00 PM",ATL,24,Final,27,NYJ,,ATL,ATL,ATL,ATL,ATL,ATL,ATL,ATL
13,"Sun, 1:00 PM",ARI,17,Final,20,TB,,TB,TB,TB,TB,TB,TB,TB,TB
13,"Sat, 4:30 PM",LAR,28,Final,31,CAR,,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR
13,"Sun, 4:05 PM",MIN,0,Final,26,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
13,"Sun, 4:25 PM",BUF,26,Final,7,PIT,BUF,BUF,BUF,BUF,BUF,PIT,BUF,BUF,BUF
13,"Sun, 4:25 PM",LV,14,Final,31,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC,LAC
13,"Sun, 8:20 PM",DEN,27,Final,26,WSH,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN
13,"Mon, 8:15 PM",NYG,15,Final,33,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
14,"Thu, 8:15 PM",DAL,30,Final,44,DET,DAL,DAL,DET,DET,DET,DET,DAL,DAL,DET
14,"Sun, 1:00 PM",SEA,37,Final,9,ATL,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
14,"Sun, 1:00 PM",TEN,31,Final,29,CLE,CLE,CLE,CLE,CLE,CLE,CLE,CLE,TEN,CLE
14,"Sun, 1:00 PM",CIN,34,Final,39,BUF,BUF,BUF,BUF,BUF,BUF,CIN,BUF,BUF,BUF
14,"Sun, 1:00 PM",WSH,0,Final,31,MIN,WSH,WSH,WSH,WSH,MIN,MIN,WSH,WSH,MIN
14,"Sun, 1:00 PM",MIA,34,Final,10,NYJ,MIA,MIA,NYJ,MIA,NYJ,MIA,NYJ,MIA,MIA
14,"Sun, 1:00 PM",NO,24,Final,20,TB,TB,TB,TB,TB,TB,TB,TB,TB,TB
14,"Sun, 1:00 PM",IND,19,Final,36,JAX,JAX,JAX,IND,IND,JAX,IND,IND,IND,IND
14,"Sun, 1:00 PM",PIT,27,Final,22,BAL,BAL,BAL,PIT,BAL,BAL,BAL,BAL,BAL,PIT
14,"Sun, 4:05 PM",DEN,24,Final,17,LV,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN,DEN
14,"Sun, 4:25 PM",CHI,21,Final,28,GB,CHI,GB,GB,CHI,GB,GB,CHI,CHI,CHI
14,"Sun, 4:25 PM",LAR,45,Final,17,ARI,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR
14,"Sun, 8:20 PM",HOU,20,Final,10,KC,KC,KC,KC,KC,KC,KC,HOU,HOU,KC
14,"Mon, 8:15 PM",PHI,19,Final,22,LAC,PHI,PHI,PHI,PHI,LAC,PHI,LAC,PHI,LAC
15,"Thu, 8:15 PM",ATL,29,Final,28,TB,TB,TB,,TB,TB,TB,TB,TB,ATL
15,"Sun, 1:00 PM",CLE,3,Final,31,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI,CHI
15,"Sun, 1:00 PM",BAL,24,Final,0,CIN,BAL,CIN,BAL,CIN,BAL,CIN,CIN,CIN,BAL
15,"Sun, 1:00 PM",LAC,16,Final,13,KC,LAC,KC,LAC,KC,KC,KC,LAC,KC,LAC
15,"Sun, 1:00 PM",BUF,35,Final,31,NE,NE,NE,NE,NE,NE,NE,NE,NE,BUF
15,"Sun, 1:00 PM",WSH,29,Final,21,NYG,NYG,NYG,NYG,NYG,NYG,NYG,NYG,NYG,WSH
15,"Sun, 1:00 PM",LV,0,Final,31,PHI,PHI,PHI,PHI,PHI,PHI,PHI,PHI,PHI,LV
15,"Sun, 1:00 PM",NYJ,20,Final,48,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX,JAX
15,"Sun, 1:00 PM",ARI,20,Final,40,HOU,HOU,HOU,HOU,HOU,HOU,HOU,HOU,HOU,HOU
15,"Sun, 4:25 PM",GB,26,Final,34,DEN,DEN,DEN,DEN,GB,DEN,GB,GB,GB,DEN
15,"Sun, 4:25 PM",DET,34,Final,41,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR,LAR
15,"Sun, 4:25 PM",CAR,17,Final,20,NO,CAR,CAR,CAR,NO,CAR,CAR,CAR,CAR,CAR
15,"Sun, 4:25 PM",TEN,24,Final,37,SF,SF,SF,SF,SF,SF,SF,SF,SF,SF
15,"Sun, 4:25 PM",IND,16,Final,18,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA,SEA
